ID;Active (0/1);Name *[fr-FR];Categories (x,y,z,...);Price tax excl.;Tax rules ID;Wholesale price;Reference #;EAN13;Brand;Short description[fr-FR];Description[fr-FR];URL rewritten[fr-FR];Image URLs (x,y,z,...);Attribute (Name:Type:Position)*;Value (Value:Position)*;Combination Reference;Quantity;Supplier reference
;;Veste model 221215 Nife;;;;;PDF-221215;5908292752803;;;;;;Taille;EU 38 | FR 40:1;M1255953;3;M1255953
;;Veste model 221215 Nife;;;;;PDF-221215;5908292752810;;;;;;Taille;EU 40 | FR 42:2;M1255954;9;M1255954
;;Veste model 221215 Nife;;;;;PDF-221215;5908292752827;;;;;;Taille;EU 42 | FR 44:3;M1255955;6;M1255955
;;Veste model 221215 Nife;;;;;PDF-221215;5908292752834;;;;;;Taille;EU 44 | FR 46:4;M1255956;2;M1255956
;1;Veste model 225288 awama;Accueil->Vêtements->Blazers et gilets;131.78;1;59.9;PDF-225288;5902719310782;awama;Une élégante veste en lin au style intemporel, qui complète parfaitement les tenues formelles et décontractées. La coupe simple et légèrement ample s'ajuste parfaitement à la silhouette, et le col classique à revers ajoute de l'élégance à l'ensemble. Modèle fermé par un bouton, avec des manches longues et des poches discrètes à rabat à l'avant. Le tissu naturel en lin assure la respirabilité et le confort, ce qui rend cette veste idéale pour les jours plus chauds.;"Une élégante veste en lin au style intemporel, qui complète parfaitement les tenues formelles et décontractées. La coupe simple et légèrement ample s'ajuste parfaitement à la silhouette, et le col classique à revers ajoute de l'élégance à l'ensemble. Modèle fermé par un bouton, avec des manches longues et des poches discrètes à rabat à l'avant. Le tissu naturel en lin assure la respirabilité et le confort, ce qui rend cette veste idéale pour les jours plus chauds.

Composition : Élasthanne 5 %, Polyester 60 %, Viscose 35 %";veste-awama-noir-225288;https://lingeriematterhorn.fr/pics_source/1116906.jpg,https://lingeriematterhorn.fr/pics_source/1116907.jpg,https://lingeriematterhorn.fr/pics_source/1116908.jpg,https://lingeriematterhorn.fr/pics_source/1116909.jpg;Taille;EU XS | FR 36:0;M1268631;5;M1268631
;;Veste model 225288 awama;;;;;PDF-225288;5902719310799;;;;;;Taille;EU s | FR 38:1;M1268632;5;M1268632
;;Veste model 225288 awama;;;;;PDF-225288;5902719310805;;;;;;Taille;EU M | FR 40:2;M1268633;8;M1268633
;;Veste model 225288 awama;;;;;PDF-225288;5902719310812;;;;;;Taille;EU L | FR 42:3;M1268634;5;M1268634
;;Veste model 225288 awama;;;;;PDF-225288;5902719310829;;;;;;Taille;EU XL | FR 44:4;M1268635;5;M1268635
;1;Veste model 225287 awama;Accueil->Vêtements->Blazers et gilets;131.78;1;59.9;PDF-225287;5902719310737;awama;Une élégante veste en lin au style intemporel, qui complète parfaitement les tenues formelles et décontractées. Sa coupe simple et légèrement ample s'ajuste parfaitement à la silhouette, et son col classique avec revers ajoute une touche d'élégance. Modèle à un bouton, avec des manches longues et des poches discrètes à rabat à l'avant. Le tissu naturel en lin assure une respirabilité et un confort de port, ce qui rend cette veste parfaite pour les journées plus chaudes.;"Une élégante veste en lin au style intemporel, qui complète parfaitement les tenues formelles et décontractées. Sa coupe simple et légèrement ample s'ajuste parfaitement à la silhouette, et son col classique avec revers ajoute une touche d'élégance. Modèle à un bouton, avec des manches longues et des poches discrètes à rabat à l'avant. Le tissu naturel en lin assure une respirabilité et un confort de port, ce qui rend cette veste parfaite pour les journées plus chaudes.

Composition : Élasthanne 5 %, Polyester 60 %, Viscose 35 %";veste-awama-beige-225287;https://lingeriematterhorn.fr/pics_source/1116902.jpg,https://lingeriematterhorn.fr/pics_source/1116903.jpg,https://lingeriematterhorn.fr/pics_source/1116904.jpg,https://lingeriematterhorn.fr/pics_source/1116905.jpg;Taille;EU XS | FR 36:0;M1268626;5;M1268626
;;Veste model 225287 awama;;;;;PDF-225287;5902719310744;;;;;;Taille;EU s | FR 38:1;M1268627;3;M1268627
;;Veste model 225287 awama;;;;;PDF-225287;5902719310751;;;;;;Taille;EU M | FR 40:2;M1268628;5;M1268628
;;Veste model 225287 awama;;;;;PDF-225287;5902719310768;;;;;;Taille;EU L | FR 42:3;M1268629;8;M1268629
;;Veste model 225287 awama;;;;;PDF-225287;5902719310775;;;;;;Taille;EU XL | FR 44:4;M1268630;6;M1268630
;1;Veste model 225289 awama;Accueil->Vêtements->Blazers et gilets;131.78;1;59.9;PDF-225289;5902719310683;awama;Une élégante veste en lin au style intemporel, qui complète parfaitement les tenues formelles et décontractées. Une coupe simple et légèrement ample qui tombe magnifiquement sur la silhouette, et un col classique avec des revers ajoutent une touche d'élégance. Modèle fermé par un seul bouton, avec des manches longues et des poches discrètes à rabat sur le devant. Le tissu naturel en lin assure une respirabilité et un confort de port, ce qui en fait une veste parfaite pour les jours plus chauds.;"Une élégante veste en lin au style intemporel, qui complète parfaitement les tenues formelles et décontractées. Une coupe simple et légèrement ample qui tombe magnifiquement sur la silhouette, et un col classique avec des revers ajoutent une touche d'élégance. Modèle fermé par un seul bouton, avec des manches longues et des poches discrètes à rabat sur le devant. Le tissu naturel en lin assure une respirabilité et un confort de port, ce qui en fait une veste parfaite pour les jours plus chauds.

Composition : Élasthanne 5 %, Polyester 60 %, Viscose 35 %";veste-awama-beige-225289;https://lingeriematterhorn.fr/pics_source/1116910.jpg,https://lingeriematterhorn.fr/pics_source/1116911.jpg,https://lingeriematterhorn.fr/pics_source/1116912.jpg,https://lingeriematterhorn.fr/pics_source/1116913.jpg;Taille;EU XS | FR 36:0;M1268636;7;M1268636
;;Veste model 225289 awama;;;;;PDF-225289;5902719310690;;;;;;Taille;EU s | FR 38:1;M1268637;4;M1268637
;;Veste model 225289 awama;;;;;PDF-225289;5902719310706;;;;;;Taille;EU M | FR 40:2;M1268638;5;M1268638
;;Veste model 225289 awama;;;;;PDF-225289;5902719310713;;;;;;Taille;EU L | FR 42:3;M1268639;5;M1268639
;;Veste model 225289 awama;;;;;PDF-225289;5902719310720;;;;;;Taille;EU XL | FR 44:4;M1268640;6;M1268640
;1;Gilet model 215084 Mirale;Accueil->Vêtements->Blazers et gilets;52.58;1;23.9;PDF-215084;5902429278679;Mirale;Veste boutonnée en coton enrichi en élasthanne. La coupe ajustée et le style intemporel font que le gilet Fliss se marie parfaitement avec de nombreuses tenues et se révèle être un élément parfait pour différents styles. Un gilet à la mode, confortable et élégant est un incontournable de toute garde-robe féminine. Il se marie parfaitement avec un pantalon, une jupe voire même une robe.;"Veste boutonnée en coton enrichi en élasthanne. La coupe ajustée et le style intemporel font que le gilet Fliss se marie parfaitement avec de nombreuses tenues et se révèle être un élément parfait pour différents styles. Un gilet à la mode, confortable et élégant est un incontournable de toute garde-robe féminine. Il se marie parfaitement avec un pantalon, une jupe voire même une robe.

Composition : Coton 95 %, Élasthanne 5 %";gilet-mirale-beige-215084;https://lingeriematterhorn.fr/pics_source/1084494.jpg,https://lingeriematterhorn.fr/pics_source/1084495.jpg,https://lingeriematterhorn.fr/pics_source/1084496.jpg,https://lingeriematterhorn.fr/pics_source/1084497.jpg;Taille;EU s | FR 38:0;M1230041;5;M1230041
;;Gilet model 215084 Mirale;;;;;PDF-215084;5902429278686;;;;;;Taille;EU M | FR 40:1;M1230042;5;M1230042
;;Gilet model 215084 Mirale;;;;;PDF-215084;5902429278693;;;;;;Taille;EU L | FR 42:2;M1230043;5;M1230043
;;Gilet model 215084 Mirale;;;;;PDF-215084;5902429278709;;;;;;Taille;EU XL | FR 44:3;M1230044;5;M1230044
;;Gilet model 215084 Mirale;;;;;PDF-215084;5902429278716;;;;;;Taille;EU XXL | FR 46:4;M1230045;5;M1230045
;1;Gilet model 215085 Mirale;Accueil->Vêtements->Blazers et gilets;52.58;1;23.9;PDF-215085;5902429278778;Mirale;Gilet à boutons en coton enrichi en élasthanne. La coupe ajustée et le style intemporel font que le gilet Fliss convient à de nombreux looks et se marie parfaitement avec différents styles. Un gilet à la mode, confortable et élégant est un incontournable de chaque garde-robe féminine. Il se marie parfaitement avec des pantalons, une jupe ou même une robe.;"Gilet à boutons en coton enrichi en élasthanne. La coupe ajustée et le style intemporel font que le gilet Fliss convient à de nombreux looks et se marie parfaitement avec différents styles. Un gilet à la mode, confortable et élégant est un incontournable de chaque garde-robe féminine. Il se marie parfaitement avec des pantalons, une jupe ou même une robe.

Composition : Coton 95 %, Élasthanne 5 %";gilet-mirale-noir-215085;https://lingeriematterhorn.fr/pics_source/1084498.jpg,https://lingeriematterhorn.fr/pics_source/1084499.jpg,https://lingeriematterhorn.fr/pics_source/1084500.jpg,https://lingeriematterhorn.fr/pics_source/1084501.jpg;Taille;EU s | FR 38:0;M1230046;5;M1230046
;;Gilet model 215085 Mirale;;;;;PDF-215085;5902429278785;;;;;;Taille;EU M | FR 40:1;M1230047;5;M1230047
;;Gilet model 215085 Mirale;;;;;PDF-215085;5902429278792;;;;;;Taille;EU L | FR 42:2;M1230048;5;M1230048
;;Gilet model 215085 Mirale;;;;;PDF-215085;5902429278808;;;;;;Taille;EU XL | FR 44:3;M1230049;5;M1230049
;;Gilet model 215085 Mirale;;;;;PDF-215085;5902429278815;;;;;;Taille;EU XXL | FR 46:4;M1230050;5;M1230050
;1;Chemisier model 226383 Sublevel;Accueil->Vêtements->Chemises et blouses;26.18;1;11.9;PDF-226383;4070123046908;Sublevel;La chemise élégante pour femme au caractère quotidien est une proposition idéale pour les femmes qui apprécient le confort et un look à la mode. Fabriquée en viscose légère et aérée, elle conviendra parfaitement aux journées plus chaudes, offrant un confort tout au long de la journée. Le modèle de longueur standard avec des manches courtes garantit une liberté de mouvement et s'adapte universellement à différentes silhouettes. Le décolleté rond confère à l'ensemble un caractère classique et…;"La chemise élégante pour femme au caractère quotidien est une proposition idéale pour les femmes qui apprécient le confort et un look à la mode. Fabriquée en viscose légère et aérée, elle conviendra parfaitement aux journées plus chaudes, offrant un confort tout au long de la journée. Le modèle de longueur standard avec des manches courtes garantit une liberté de mouvement et s'adapte universellement à différentes silhouettes. Le décolleté rond confère à l'ensemble un caractère classique et intemporel, ce qui fait que la chemise se marie parfaitement avec les tenues quotidiennes. Les motifs sur le tissu ajoutent un charme particulier à la chemise, lui donnant vie et légèreté. C'est un excellent choix pour les personnes qui aiment apporter des accents subtils mais marquants à leur garde-robe. La chemise n'a pas de fermeture, ce qui augmente le confort d'utilisation. Parfaite pour tous les jours, elle se marie parfaitement aussi bien avec un jean qu'avec une jupe ou un short, créant des ensembles élégants et confortables.

Composition : Viscose 100 %";chemisier-sublevel-bleu-marine-226383;https://lingeriematterhorn.fr/pics_source/1120420.jpg,https://lingeriematterhorn.fr/pics_source/1120421.jpg,https://lingeriematterhorn.fr/pics_source/1120422.jpg,https://lingeriematterhorn.fr/pics_source/1120536.jpg;Taille;EU XS | FR 36:0;M1272448;3;M1272448
;;Chemisier model 226383 Sublevel;;;;;PDF-226383;4070123046885;;;;;;Taille;EU s | FR 38:1;M1272449;5;M1272449
;;Chemisier model 226383 Sublevel;;;;;PDF-226383;4070123046878;;;;;;Taille;EU M | FR 40:2;M1272450;6;M1272450
;;Chemisier model 226383 Sublevel;;;;;PDF-226383;4070123046861;;;;;;Taille;EU L | FR 42:3;M1272451;6;M1272451
;;Chemisier model 226383 Sublevel;;;;;PDF-226383;4070123046892;;;;;;Taille;EU XL | FR 44:4;M1272452;3;M1272452
;;Chemisier model 226383 Sublevel;;;;;PDF-226383;4070123046915;;;;;;Taille;EU XXL | FR 46:5;M1272453;3;M1272453
;1;Chemisier model 226384 Sublevel;Accueil->Vêtements->Chemises et blouses;26.18;1;11.9;PDF-226384;4070123046847;Sublevel;La chemise élégante pour femme de style décontracté est une proposition idéale pour les femmes qui apprécient le confort et un look à la mode. Fabriquée en viscose légère et aérée, elle sera parfaite pour les journées plus chaudes, offrant un confort toute la journée. Le modèle de longueur standard avec des manches courtes garantit une liberté de mouvement et un ajustement universel à différentes silhouettes. Le col rond confère à l'ensemble un caractère classique et intemporel, ce qui fait que…;"La chemise élégante pour femme de style décontracté est une proposition idéale pour les femmes qui apprécient le confort et un look à la mode. Fabriquée en viscose légère et aérée, elle sera parfaite pour les journées plus chaudes, offrant un confort toute la journée. Le modèle de longueur standard avec des manches courtes garantit une liberté de mouvement et un ajustement universel à différentes silhouettes. Le col rond confère à l'ensemble un caractère classique et intemporel, ce qui fait que la chemise s'intègre parfaitement dans les tenues quotidiennes. Les motifs sur le matériau ajoutent un charme particulier à la chemise, lui donnant de la légèreté. C'est un excellent choix pour les personnes qui aiment ajouter des accents subtils mais marquants à leur garde-robe. La chemise n'a pas de fermeture, ce qui augmente le confort d'utilisation. Parfaite pour tous les jours, elle se marie parfaitement aussi bien avec un jean qu'avec une jupe ou un short, créant des ensembles élégants et confortables.

Composition : Viscose 100 %";chemisier-sublevel-orange-226384;https://lingeriematterhorn.fr/pics_source/1120423.jpg,https://lingeriematterhorn.fr/pics_source/1120424.jpg,https://lingeriematterhorn.fr/pics_source/1120425.jpg,https://lingeriematterhorn.fr/pics_source/1120426.jpg,https://lingeriematterhorn.fr/pics_source/1120537.jpg;Taille;EU XS | FR 36:0;M1272454;3;M1272454
;;Chemisier model 226384 Sublevel;;;;;PDF-226384;4070123046823;;;;;;Taille;EU s | FR 38:1;M1272455;5;M1272455
;;Chemisier model 226384 Sublevel;;;;;PDF-226384;4070123046816;;;;;;Taille;EU M | FR 40:2;M1272456;6;M1272456
;;Chemisier model 226384 Sublevel;;;;;PDF-226384;4070123046809;;;;;;Taille;EU L | FR 42:3;M1272457;6;M1272457
;;Chemisier model 226384 Sublevel;;;;;PDF-226384;4070123046830;;;;;;Taille;EU XL | FR 44:4;M1272458;3;M1272458
;;Chemisier model 226384 Sublevel;;;;;PDF-226384;4070123046854;;;;;;Taille;EU XXL | FR 46:5;M1272459;3;M1272459
;1;Chemisier model 228832 Teyli;Accueil->Vêtements->Chemises et blouses;39.38;1;17.9;PDF-228832;4815172088178;Teyli;Chemisier pour femme de couleur rouge vif. Fabriqué en viscose de haute qualité, respirant, doux au toucher et agréable pour le corps féminin, qui rafraîchit par temps chaud et garantit la fraîcheur pendant l'utilisation. Il contient également un fil élastique, ce qui rend le chemisier parfaitement ajusté à la silhouette. Le t-shirt pour femme est ajusté et met en valeur délicatement les atouts de la silhouette. L'encolure en V optiquement affine le cou. La longueur du chemisier atteint la…;"Chemisier pour femme de couleur rouge vif. Fabriqué en viscose de haute qualité, respirant, doux au toucher et agréable pour le corps féminin, qui rafraîchit par temps chaud et garantit la fraîcheur pendant l'utilisation. Il contient également un fil élastique, ce qui rend le chemisier parfaitement ajusté à la silhouette. Le t-shirt pour femme est ajusté et met en valeur délicatement les atouts de la silhouette. L'encolure en V optiquement affine le cou. La longueur du chemisier atteint la moitié des fesses, la longueur des manches est de 7/8. Les manches du chemisier pour femmes sont ajustées. Le t-shirt n'a pas de décorations, d'applications ni d'imprimés, il est d'une couleur rouge unie et est destiné aux femmes qui aiment les couleurs vives et les coupes classiques simples. Le chemisier est esthétiquement fabriqué et fini. Il convient parfaitement aux tenues quotidiennes, par exemple pour le travail quotidien, les rencontres sociales, le t-shirt se marie parfaitement avec des jeans ajustés et une jupe. Il est très confortable et confortable à porter au quotidien. Lavé à la température recommandée sur l'étiquette, il durera longtemps et ne perdra pas sa forme.

Composition : Élasthanne 5 %, Viscose 95 %";chemisier-teyli-rouge-228832;https://lingeriematterhorn.fr/pics_source/1128094.jpg,https://lingeriematterhorn.fr/pics_source/1128095.jpg,https://lingeriematterhorn.fr/pics_source/1128096.jpg,https://lingeriematterhorn.fr/pics_source/1128097.jpg;Taille;EU XS | FR 36:0;M1286658;3;M1286658
